,dish washer,electric stove,fridge,microwave,washer dryer,hour_sin,hour_cos,day_sin,day_cos,lag_1,rolling_mean,main
2024-01-01 00:45:00,-0.05353803270876597,-0.10126986525487805,0.0,0.0,-0.1470470429000102,0.0,1.0,0.0,1.0,-0.7039656294683738,-0.3976706248353286,-0.7513995651034279
2024-01-01 01:00:00,-0.060415924777008106,-0.10126986525487805,0.0,0.0,-0.14690928977381817,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.7489885288080393,-0.5145319486978871,-0.4753761318670208
2024-01-01 01:15:00,-0.06209345942779887,-0.10126986525487805,0.0,0.0,-0.14725367258929825,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.47280314901348347,-0.7171201807993949,-0.4270210076898264
2024-01-01 01:30:00,-0.05314660795691479,-0.10126986525487805,0.0,0.0,-0.14752917884168235,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.42441965425254,-0.61302733309064,-0.7659552459814083
2024-01-01 01:45:00,-0.05342619706537992,-0.10126986525487805,0.0,0.0,-0.1467026600845301,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.763552749694352,-0.618450524125836,-0.774123461131326
2024-01-01 02:00:00,-0.06455384358229199,-0.10126986525487805,0.0,0.0,-0.14615164757976193,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.7717257572429231,-0.7297585317303339,-0.33256711615058854
2024-01-01 02:15:00,-0.058067376265901034,-0.10126986525487805,0.0,0.0,-0.1460827710166659,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.3299103453798562,-0.6945666707566663,-0.6231049384638804
2024-01-01 02:30:00,-0.05376170399553808,-0.10140222196143123,0.0,0.0,-0.14642715383214602,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.6206186300331893,-0.6413431552373071,-0.7731743312840549
2024-01-01 02:45:00,-0.05577474557648699,-0.10126986525487805,0.0,0.0,-0.14628940070595398,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.7707760705287577,-0.6409895261269887,-0.6811578170634018
2024-01-01 03:00:00,-0.06701422773678511,-0.10126986525487805,0.0,0.0,-0.14546288194880172,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.6787055690158079,-0.7708682985451786,-0.3036320942395638
2024-01-01 03:15:00,-0.05314660795691479,-0.10126986525487805,0.0,0.0,-0.14566951163808978,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.30095834691306045,-0.6518383280951646,-0.7792501207569583
2024-01-01 03:30:00,-0.05331436142199387,-0.10126986525487805,0.0,0.0,-0.14553175851189773,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.7768554247468048,-0.6541020605359489,-0.7794701055860751
