,dish washer,electric stove,fridge,microwave,washer dryer,hour_sin,hour_cos,day_sin,day_cos,lag_1,rolling_mean,main
2024-01-01 00:45:00,0.9933333333333333,0,0.19,2.0,0.0,0.0,1.0,0.0,1.0,202.42373296101002,174.04116666159112,127.87033355713666
2024-01-01 01:00:00,0.9966666666666667,0,69.2,2.0,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,127.87033355713666,151.32553326077223,196.29263290403
2024-01-01 01:15:00,0.9866666666666667,0,2.85,2.0,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,196.29263290403,175.52889980739224,129.13399988810332
2024-01-01 01:30:00,0.9866666666666667,0,35.13,2.0,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,129.13399988810332,151.09898878309,164.35646774294332
2024-01-01 01:45:00,0.9866666666666667,0,37.07333333333333,2.0,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,164.35646774294332,163.2610335116922,162.32686683658665
2024-01-01 02:00:00,0.97,0,1.4433333333333334,2.0,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,162.32686683658665,151.9391114892111,126.69919980364332
2024-01-01 02:15:00,0.9766666666666667,0,70.00666666666666,2.0,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,126.69919980364332,151.12751146105776,199.64590024310334
2024-01-01 02:30:00,0.99,0,0.25666666666666665,1.9566666666666668,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,199.64590024310334,162.89065562777776,126.74786664328667
2024-01-01 02:45:00,0.9866666666666667,0,72.74,1.9433333333333334,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,126.74786664328667,151.03098889667777,203.33329999285667
2024-01-01 03:00:00,0.9833333333333333,0,0.17666666666666667,1.99,0.0,0.7071067811865476,0.7071067811865476,0.0,1.0,203.33329999285667,176.57568895974887,125.56943336484667
2024-01-01 03:15:00,0.9866666666666667,0,46.07666666666667,1.9933333333333334,0.0,0.7071067811865476,0.7071067811865476,0.0,1.0,125.56943336484667,151.88353333366334,175.87156672161333
2024-01-01 03:30:00,0.9966666666666667,0,25.036666666666665,2.0,0.0,0.7071067811865476,0.7071067811865476,0.0,1.0,175.87156672161333,168.2581000264389,150.59813321433
2024-01-01 03:45:00,0.99,0,9.396666666666667,2.0,0.0,0.7071067811865476,0.7071067811865476,0.0,1.0,150.59813321433,150.67971110026335,134.97243316650332
2024-01-01 04:00:00,1.0,0,64.03666666666666,2.0,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,134.97243316650332,153.8140443674822,193.27660034176665
2024-01-01 04:15:00,0.9866666666666667,0,0.21333333333333335,1.9233333333333333,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,193.27660034176665,159.61572224086663,125.72713315325666
2024-01-01 04:30:00,1.0066666666666666,0,79.30666666666667,1.7866666666666666,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,125.72713315325666,151.32538888717554,202.19359934487335
2024-01-01 04:45:00,0.9933333333333333,0,0.21333333333333335,1.9433333333333334,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,202.19359934487335,173.73244427996556,126.45366648355333
2024-01-01 05:00:00,0.99,0,40.666666666666664,2.066666666666667,0.0,0.9659258262890683,0.25881904510252074,0.0,1.0,126.45366648355333,151.45813299389445,214.95753247582
