,dish washer,electric stove,fridge,microwave,washer dryer,hour,day,lag_1,rolling_mean,main
2024-01-01 03:00:00,0.002183398081111307,0.0,0.033899941334165073,0.003691478936324993,0.0,0.13043478260869565,0.0,0.005631017156580931,0.002076303558768297,0.0
2024-01-01 04:00:00,0.002199952910706928,0.0,0.1744380332835788,0.003096273049197674,0.0,0.17391304347826086,0.0,0.0,0.00013727760486707818,0.004919155246911708
2024-01-01 05:00:00,0.0026579698628524336,0.0,0.24678266164665344,0.005837827438390179,1.6791215507694993e-06,0.21739130434782608,0.0,0.004919155246911708,0.0,0.094926704330668
2024-01-01 06:00:00,0.002415165695449997,0.0,0.18190121861563482,0.005320779900077555,0.0,0.2608695652173913,0.0,0.094926704330668,0.03388912990082865,0.06073276650842357
2024-01-01 07:00:00,0.0021889163576431806,0.0,0.039996732535775015,0.003691478936324993,0.0,0.30434782608695654,0.0,0.06073276650842357,0.05693817827679466,0.0025223210388788733
2024-01-01 08:00:00,0.002023368061686974,0.0,0.18779008027565516,0.008368955503850799,0.15350025480669532,0.34782608695652173,0.0,0.0025223210388788733,0.056028541670623294,0.2592806111556429
2024-01-01 09:00:00,0.0020288863382188476,0.0,0.252827470462866,0.0035111135159833825,0.007503154649613508,0.3913043478260869,0.0,0.2592806111556429,0.11840345667902227,0.17120308969556594
2024-01-01 10:00:00,0.003011139560892342,0.0,0.2523893332145164,0.0039620270668374105,0.0,0.43478260869565216,0.0,0.17120308969556594,0.16032869686869627,0.08130035725522802
2024-01-01 11:00:00,0.003246586026252281,0.0,0.8080216246723254,0.0033968820831003603,2.854506636308149e-05,0.4782608695652174,0.0,0.08130035725522802,0.19022621137534057,0.3436533747987467
2024-01-01 12:00:00,0.0025512831832362115,0.0,0.3361997905852474,0.0005531206223809426,4.197803876923748e-06,0.5217391304347826,0.0,0.3436533747987467,0.22224701369716657,0.197778505964781
2024-01-01 13:00:00,0.0021502884219200655,0.0,0.26078077542866906,0.0033848577217442527,0.0,0.5652173913043478,0.0,0.197778505964781,0.23233280577310658,0.013639621112492804
2024-01-01 14:00:00,0.0021668432515156866,0.0,0.23050474896220882,0.0036073084068322415,0.0,0.6086956521739131,0.0,0.013639621112492804,0.2066544830131665,0.012477595022412927
2024-01-01 15:00:00,0.0021815586556006824,0.0,0.22610109831354294,0.002771615292582772,0.0,0.6521739130434783,0.0,0.012477595022412927,0.0809680206987212,0.011477817147662418
2024-01-01 16:00:00,0.00219259520866443,0.0,0.1893049955072367,0.0035531987807297574,0.0,0.6956521739130435,0.0,0.011477817147662418,0.010263953752816815,0.010541700590490144
2024-01-01 17:00:00,0.002165003826005062,0.0,0.08831064673513489,0.003619332768188349,8.395607753847497e-07,0.7391304347826086,0.0,0.010541700590490144,0.009088243768213475,0.007165590453508779
2024-01-01 18:00:00,0.0021631644004944375,0.0,0.1461447635172767,0.00334878463767593,0.0,0.7826086956521738,0.0,0.007165590453508779,0.007072253762801128,0.008837123809073512
2024-01-01 19:00:00,0.002703955500618047,0.0,0.19974602891705837,0.0012805944844254454,0.0,0.8260869565217391,0.0,0.008837123809073512,0.006070068747916532,0.17005840430168215
2024-01-01 20:00:00,0.003090234857849196,0.0,0.4077275528920772,0.6013262870575785,0.00013432972406155993,0.8695652173913043,0.0,0.17005840430168215,0.06660918843553933,0.2443075034064641
2024-01-01 21:00:00,0.0021944346341750544,0.0,0.18919360468138516,0.0037095154783591544,0.0,0.9130434782608695,0.0,0.2443075034064641,0.15660830650409752,0.006494381152029223
2024-01-01 22:00:00,0.0021815586556006824,0.0,0.13037182257669258,0.0037035032976811006,0.0,0.9565217391304348,0.0,0.006494381152029223,0.15571919849965377,0.004199194894391717
2024-01-01 23:00:00,0.002176040379068809,0.0,0.07276048744625394,0.003691478936324993,0.0,1.0,0.0,0.004199194894391717,0.0927729972806152,0.0017399457486634087
2024-01-02 00:00:00,0.0022312231443875445,0.0,0.20085993717557424,0.0036794545749688854,0.0,0.0,0.16666666666666666,0.0017399457486634087,0.0007147609722277862,0.006598032808006908
2024-01-02 01:00:00,0.0023029607393019007,0.0,0.21508825866434975,0.7784090567489733,0.00018638249213541444,0.043478260869565216,0.16666666666666666,0.006598032808006908,0.0007540984200377146,0.05611903567345227
2024-01-02 02:00:00,0.0025420860556830886,0.0,0.1713265162147912,0.0027836396539388797,1.6791215507694993e-06,0.08695652173913043,0.16666666666666666,0.05611903567345227,0.02045850167034971,0.06435897918711289
2024-01-02 03:00:00,0.0020325651892400963,0.0,0.19477057202902107,0.003721539839715262,0.0,0.13043478260869565,0.16666666666666666,0.06435897918711289,0.044223418270664144,0.06089321900603164
2024-01-02 04:00:00,0.002312157866855024,0.0,0.17460140649482778,0.0032405653854709632,3.3582431015389987e-06,0.17391304347826086,0.16666666666666666,0.06089321900603164,0.06482930279079019,0.0655423024649904
2024-01-02 05:00:00,0.0012618459002884219,0.0,0.15658579692709843,0.00365540585225667,1.6791215507694993e-06,0.21739130434782608,0.16666666666666666,0.0655423024649904,0.06840558203220545,0.03136027843340022
2024-01-02 06:00:00,0.00217236152804756,0.0,0.24452514090939467,0.0026092864142753212,0.0,0.2608695652173913,0.16666666666666666,0.03136027843340022,0.05588205159314903,0.012712674105641385
2024-01-02 07:00:00,0.0021631644004944375,0.0,0.09724419096843187,0.0035171256966614346,0.0,0.30434782608695654,0.16666666666666666,0.012712674105641385,0.03759677045030055,0.007086962295073322
2024-01-02 08:00:00,0.0021815586556006824,0.0,0.19436213900089858,0.0036493936715786164,0.0,0.34782608695652173,0.16666666666666666,0.007086962295073322,0.01541204149969208,0.010779129498972986
2024-01-02 09:00:00,0.0021668432515156866,0.0,0.07530019827567003,0.0033848577217442527,0.0,0.3913043478260869,0.16666666666666666,0.010779129498972986,0.0076011689724743425,0.005888688362836195
2024-01-02 10:00:00,0.0025917505444699508,0.0,0.22140040546260611,0.0035111135159833825,8.395607753847497e-07,0.43478260869565216,0.16666666666666666,0.005888688362836195,0.0050113581249641576,0.04461712540655249
2024-01-02 11:00:00,0.003237388898699158,0.0,0.1365354482738135,0.5307192371745155,0.00011082202235078697,0.4782608695652174,0.16666666666666666,0.04461712540655249,0.019254650417509386,0.30435188455693585
2024-01-02 12:00:00,0.002183398081111307,0.0,0.24693860880284565,0.004707537470916075,0.0,0.5217391304347826,0.16666666666666666,0.30435188455693585,0.13067016830369182,0.028366260928252306
2024-01-02 13:00:00,0.0021907557831538052,0.0,0.17036112905741083,0.003721539839715262,0.0,0.5652173913043478,0.16666666666666666,0.028366260928252306,0.13920076368440293,0.009506221145743746
2024-01-02 14:00:00,0.0021889163576431806,0.0,0.04046457400435169,0.003721539839715262,0.0,0.6086956521739131,0.16666666666666666,0.009506221145743746,0.12587561850566242,0.004589726722835835
2024-01-02 15:00:00,0.0026542910118311845,0.0,0.19796377570343307,0.003685466755646941,2.518682326154249e-06,0.6521739130434783,0.16666666666666666,0.004589726722835835,0.012111124075068203,0.03946569266052646
2024-01-02 16:00:00,0.002915489434339867,0.0,0.14454073562501393,0.591430237661502,0.0001217363124307887,0.6956521739130435,0.16666666666666666,0.03946569266052646,0.01632353450276436,0.09836422053105001
2024-01-02 17:00:00,0.0035905585967390664,0.0,0.25812967377340135,0.003625344948866401,5.037364652308498e-06,0.7391304347826086,0.16666666666666666,0.09836422053105001,0.050046554944117305,0.1612831523021941
2024-01-02 18:00:00,0.003206118665018541,0.0,0.2501095343120874,0.005777705631609641,1.6791215507694993e-06,0.7826086956521738,0.16666666666666666,0.1612831523021941,0.10951419579122956,0.11001045169834256
2024-01-02 19:00:00,0.9995475013243863,0.0,0.2701153266350317,0.00903029537843671,0.0,0.8260869565217391,0.16666666666666666,0.11001045169834256,0.13628705099300875,0.2589118036970518
2024-01-02 20:00:00,0.04430808169992348,0.0,0.326271154974343,0.32194025094842144,1.6791215507694993e-06,0.8695652173913043,0.16666666666666666,0.2589118036970518,0.19721740578796695,0.12599190893193712
2024-01-02 21:00:00,0.002954117370062982,0.0,0.8284135718582217,0.008368955503850799,8.395607753847497e-07,0.9130434782608695,0.16666666666666666,0.12599190893193712,0.18382381905622763,0.12326220929105602
2024-01-02 22:00:00,0.0021981134851963035,0.0,0.4961124601777799,0.0037035032976811006,0.0,0.9565217391304348,0.16666666666666666,0.12326220929105602,0.18885307129321677,0.021686701178325656
2024-01-02 23:00:00,0.002168682677026311,0.0,0.19139171697818966,0.003721539839715262,0.0,1.0,0.16666666666666666,0.021686701178325656,0.09882238146469996,0.009218234845988896
2024-01-03 00:00:00,0.002187076932132556,0.0,0.1913471606478491,0.003721539839715262,0.0,0.0,0.3333333333333333,0.009218234845988896,0.05450491961034823,0.009245986591285192
2024-01-03 01:00:00,0.0021944346341750544,0.0,0.15817497270924766,0.003721539839715262,0.0,0.043478260869565216,0.3333333333333333,0.009245986591285192,0.011233954302231772,0.00661924879726105
2024-01-03 02:00:00,0.002196274059685679,0.0,0.13478289928041529,0.003721539839715262,0.0,0.08695652173913043,0.3333333333333333,0.00661924879726105,0.005515617088241137,0.0062647537512790855
