,dish washer,electric stove,fridge,microwave,washer dryer,hour_sin,hour_cos,day_sin,day_cos,lag_1,rolling_mean,main
2024-01-01 00:45:00,-0.9519271562045523,-0.053021073231071705,1.1672322600065226,0.0,-0.5898493673257429,0.0,1.0,0.0,1.0,-0.055837776494310855,0.15657050421989507,-0.17397394643768355
2024-01-01 01:00:00,-0.911793390488722,-0.04789291448164385,1.1423314973427972,0.0,-0.21182968795410584,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.17439221435349528,0.03191981751697175,-0.18623694397702628
2024-01-01 01:15:00,-0.9519271562045523,-0.049552024665282274,1.1287917076443963,0.0,-0.1430988371592626,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.18665624625348975,-0.14978175404118743,-0.1999044872896643
2024-01-01 01:30:00,-0.7913920933412316,-0.04532883510692991,0.9943794658491609,0.0,0.555664812588309,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.20032494239755938,-0.20132473541386772,-0.21060572500543562
2024-01-01 01:45:00,1.4962325524610869,-0.057545919186449204,-1.2267685637551635,0.0,0.9565947755582276,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.2110270827424948,-0.2143935109494694,-0.4390791817053281
2024-01-01 02:00:00,1.4694767086505338,-0.05679177819388629,-1.2028534562802105,0.0,0.9107742083616659,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.43951981074639135,-0.30459766100674546,-0.44368045994130295
2024-01-01 02:15:00,-0.7111245619095713,-0.0521161040399962,0.9609709426086622,0.0,-0.017092277368716942,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.44412147709148386,-0.3915673248374237,-0.2281315878802972
2024-01-01 02:30:00,-0.9385492342992755,-0.05618846539983596,1.0138331866801966,0.0,-0.32638110594551073,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.2285544238907465,-0.397819862304467,-0.22393128791124944
2024-01-01 02:45:00,-0.08236223236156552,-0.058752544774549886,-0.020482242464305852,0.0,-0.177464262556685,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.2243537696343396,-0.3210635692472819,-0.3231291540327245
2024-01-01 03:00:00,1.5898780057980244,-0.05603763720132337,-1.2168082586896731,0.0,0.9565947755582276,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.3235600029082279,-0.27805561224817027,-0.4447886473448329
2024-01-01 03:15:00,0.39924295622839645,-0.05196527584148361,0.044934136116856635,0.0,0.8764087829642435,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.4452297579685256,-0.3553503161651162,-0.31284816822195083
2024-01-01 03:30:00,-0.9385492342992755,-0.04201061473965306,1.0469304503873984,0.0,0.8993190665625251,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.31327814991574354,-0.38707235630458914,-0.21500240484977676
2024-01-01 03:45:00,-0.9519271562045523,-0.04940119646676969,0.981099059095174,0.0,-0.08582312816356018,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.2154241334384662,-0.3484969916972528,-0.2232606614527466
2024-01-01 04:00:00,1.1484065829238923,-0.06629395470017907,-1.1729206644948569,0.0,0.47547881999432495,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.2236830866097632,-0.2694645331142495,-0.43652320860611943
2024-01-01 04:15:00,1.1082728172080625,-0.06327739072992741,-1.202697826513562,0.0,0.4182031109986225,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4369636220556854,-0.31358691551912765,-0.44380497707086913
2024-01-01 04:30:00,-0.7512583276254013,-0.05196527584148361,0.9548495051204966,0.0,-0.005637135569576147,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4442460047238344,-0.3952146599322278,-0.22253682000609046
2024-01-01 04:45:00,-0.9519271562045523,-0.052568588635533944,1.0093199234473964,0.0,-0.3492913895437923,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.2229591841084499,-0.39495642181877616,-0.22221106590285217
2024-01-01 05:00:00,-0.015472622835181943,-0.05618846539983596,0.03310627385158689,0.0,0.32656197660549924,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.22263340252846905,-0.3184982918275545,-0.31223799257478624
2024-01-01 05:15:00,1.215296192450276,-0.06388070352397773,-1.2287398741327085,0.0,0.5671199543874498,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.31266792280141703,-0.271560374655579,-0.44747936609779887
2024-01-01 05:30:00,1.0012494419658486,-0.05694260639239888,-0.5917991158301604,0.0,0.5671199543874498,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.4479207036785299,-0.35181101380601293,-0.38268336992629665
2024-01-01 05:45:00,-0.9251713123939987,-0.049552024665282274,1.0713643237511792,0.0,0.06309371522526708,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.38311924208728704,-0.4090612103009608,-0.2148548953784185
2024-01-01 06:00:00,-0.9519271562045523,-0.047138773489080917,0.9860273350390364,0.0,0.10891428242182873,1.0,6.123233995736766e-17,0.0,1.0,-0.215276611524963,-0.37431875749138355,-0.22170556391904514
2024-01-01 06:15:00,0.9744935981552952,-0.059808342164137974,-0.8216124045807947,0.0,0.29219655120807686,1.0,6.123233995736766e-17,0.0,1.0,-0.22212785790652564,-0.2937715589152557,-0.40008182261941927
2024-01-01 06:30:00,1.215296192450276,-0.06222159334033932,-1.2295698995548328,0.0,0.6243956633831522,1.0,6.123233995736766e-17,0.0,1.0,-0.4005191623069919,-0.29997864144859926,-0.42558962988155524
