,dish washer,electric stove,fridge,microwave,washer dryer,hour_sin,hour_cos,day_sin,day_cos,lag_1,rolling_mean,main
2024-01-01 00:45:00,0.0033333333333333335,2.57,154.29333333333332,0,2.3733333333333335,0.0,1.0,0.0,1.0,467.5277325439334,598.5729550170867,391.0466006469667
2024-01-01 01:00:00,0.013333333333333334,2.683333333333333,152.69333333333333,0,2.4833333333333334,0.25881904510252074,0.9659258262890683,0.0,1.0,391.0466006469667,523.4332218085389,383.1349015299233
2024-01-01 01:15:00,0.0033333333333333335,2.6466666666666665,151.82333333333332,0,2.5033333333333334,0.25881904510252074,0.9659258262890683,0.0,1.0,383.1349015299233,413.90307824027445,374.3170337931133
2024-01-01 01:30:00,0.043333333333333335,2.74,143.18666666666667,0,2.7066666666666666,0.25881904510252074,0.9659258262890683,0.0,1.0,374.3170337931133,382.8328453233344,367.412932841
2024-01-01 01:45:00,0.6133333333333333,2.47,0.4666666666666667,0,2.8233333333333333,0.25881904510252074,0.9659258262890683,0.0,1.0,367.412932841,374.95495605467886,220.00906687420667
2024-01-01 02:00:00,0.6066666666666667,2.486666666666667,2.0033333333333334,0,2.81,0.49999999999999994,0.8660254037844387,0.0,1.0,220.00906687420667,320.57967783610667,217.04046732584666
2024-01-01 02:15:00,0.06333333333333334,2.59,141.04,0,2.54,0.49999999999999994,0.8660254037844387,0.0,1.0,217.04046732584666,268.1541556803511,356.1057990519233
2024-01-01 02:30:00,0.006666666666666667,2.5,144.43666666666667,0,2.45,0.49999999999999994,0.8660254037844387,0.0,1.0,356.1057990519233,264.3851110839922,358.81570007325337
2024-01-01 02:45:00,0.22,2.4433333333333334,77.97666666666667,0,2.493333333333333,0.49999999999999994,0.8660254037844387,0.0,1.0,358.81570007325337,310.6539888170078,294.81636652630004
2024-01-01 03:00:00,0.6366666666666667,2.5033333333333334,1.1066666666666667,0,2.8233333333333333,0.7071067811865476,0.7071067811865476,0.0,1.0,294.81636652630004,336.5792885504922,216.3254997762
2024-01-01 03:15:00,0.34,2.5933333333333333,82.18,0,2.8,0.7071067811865476,0.7071067811865476,0.0,1.0,216.3254997762,289.98585545858447,301.44933420818
2024-01-01 03:30:00,0.006666666666666667,2.8133333333333335,146.56333333333333,0,2.8066666666666666,0.7071067811865476,0.7071067811865476,0.0,1.0,301.44933420818,270.86373350356,364.57633371988
2024-01-01 03:45:00,0.0033333333333333335,2.65,142.33333333333334,0,2.52,0.7071067811865476,0.7071067811865476,0.0,1.0,364.57633371988,294.11705590142,359.2483671061367
2024-01-01 04:00:00,0.5266666666666666,2.276666666666667,3.9266666666666667,0,2.683333333333333,0.8660254037844386,0.5000000000000001,0.0,1.0,359.2483671061367,341.75801167806554,221.65810007733
2024-01-01 04:15:00,0.5166666666666667,2.3433333333333333,2.013333333333333,0,2.6666666666666665,0.8660254037844386,0.5000000000000001,0.0,1.0,221.65810007733,315.16093363444884,216.96013280234334
2024-01-01 04:30:00,0.05333333333333334,2.5933333333333333,140.64666666666668,0,2.5433333333333334,0.8660254037844386,0.5000000000000001,0.0,1.0,216.96013280234334,265.95553332860334,359.71536677045333
2024-01-01 04:45:00,0.0033333333333333335,2.58,144.14666666666668,0,2.4433333333333334,0.8660254037844386,0.5000000000000001,0.0,1.0,359.71536677045333,266.11119988337555,359.92553304038
2024-01-01 05:00:00,0.23666666666666666,2.5,81.42,0,2.64,0.9659258262890683,0.25881904510252074,0.0,1.0,359.92553304038,312.2003442043922,301.8430002848
2024-01-01 05:15:00,0.5433333333333333,2.33,0.34,0,2.71,0.9659258262890683,0.25881904510252074,0.0,1.0,301.8430002848,340.4946333652111,214.58953292847335
2024-01-01 05:30:00,0.49,2.4833333333333334,41.266666666666666,0,2.71,0.9659258262890683,0.25881904510252074,0.0,1.0,214.58953292847335,292.11935541788444,256.39386535644
2024-01-01 05:45:00,0.01,2.6466666666666665,148.13333333333333,0,2.5633333333333335,0.9659258262890683,0.25881904510252074,0.0,1.0,256.39386535644,257.6087995232378,364.67150217690335
2024-01-01 06:00:00,0.0033333333333333335,2.7,142.65,0,2.5766666666666667,1.0,6.123233995736766e-17,0.0,1.0,364.67150217690335,278.5516334872722,360.2516669718367
2024-01-01 06:15:00,0.48333333333333334,2.42,26.5,0,2.63,1.0,6.123233995736766e-17,0.0,1.0,360.2516669718367,327.10567816839335,245.16893259685332
2024-01-01 06:30:00,0.5433333333333333,2.3666666666666667,0.2866666666666667,0,2.7266666666666666,1.0,6.123233995736766e-17,0.0,1.0,245.16893259685332,323.3640339151978,228.712100118
2024-01-01 06:45:00,0.26,2.453333333333333,87.62333333333333,0,2.6033333333333335,1.0,6.123233995736766e-17,0.0,1.0,228.712100118,278.04423322889664,303.76619969687334
2024-01-01 07:00:00,0.0,2.7733333333333334,145.33333333333334,0,2.5,0.9659258262890683,-0.25881904510252063,0.0,1.0,303.76619969687334,259.2157441372422,359.97653127035335
2024-01-01 07:15:00,0.07666666666666666,2.5566666666666666,119.65333333333334,0,2.42,0.9659258262890683,-0.25881904510252063,0.0,1.0,359.97653127035335,297.4849436950756,338.4454329935634
2024-01-01 07:30:00,0.49333333333333335,2.0,7.183333333333334,0,3.0,0.9659258262890683,-0.25881904510252063,0.0,1.0,338.4454329935634,334.0627213202634,267.80713317870334
2024-01-01 07:45:00,0.043333333333333335,2.0,141.57,0,3.006666666666667,0.9659258262890683,-0.25881904510252063,0.0,1.0,267.80713317870334,322.07636581420667,549.6649670410233
2024-01-01 08:00:00,0.0033333333333333335,2.0,143.83666666666667,0,3.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,549.6649670410233,385.30584440443,642.3969010417101
2024-01-01 08:15:00,0.16,2.0,78.38666666666667,0,3.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,642.3969010417101,486.62300042047883,445.9363670857567
2024-01-01 08:30:00,0.38333333333333336,2.0,7.973333333333334,0,3.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,445.9363670857567,545.99941172283,288.5568669637067
2024-01-01 08:45:00,0.02,2.0033333333333334,142.64333333333335,0,2.9966666666666666,0.8660254037844387,-0.4999999999999998,0.0,1.0,288.5568669637067,458.9633783637244,509.3229999796266
2024-01-01 09:00:00,0.0,2.0,142.27333333333334,0,3.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,509.3229999796266,414.60541134303,599.9076662190934
2024-01-01 09:15:00,0.18,2.0,63.913333333333334,0,3.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,599.9076662190934,465.92917772080887,538.3349653117
2024-01-01 09:30:00,0.2833333333333333,2.3733333333333335,60.25666666666667,0,2.6733333333333333,0.7071067811865476,-0.7071067811865475,0.0,1.0,538.3349653117,549.1885438368066,484.8738998412734
2024-01-01 09:45:00,0.0,2.5766666666666667,149.94666666666666,0,2.453333333333333,0.7071067811865476,-0.7071067811865475,0.0,1.0,484.8738998412734,541.0388437906889,549.82699869793
2024-01-01 10:00:00,0.0033333333333333335,2.5633333333333335,138.66333333333333,0,2.46,0.49999999999999994,-0.8660254037844387,0.0,1.0,549.82699869793,524.3452879503011,538.4351346842633
2024-01-01 10:15:00,0.3333333333333333,2.3033333333333332,23.986666666666668,0,2.5966666666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,538.4351346842633,524.3786777411556,419.55666625981
2024-01-01 10:30:00,0.31333333333333335,2.2666666666666666,0.23666666666666666,0,2.6466666666666665,0.49999999999999994,-0.8660254037844387,0.0,1.0,419.55666625981,502.60626654733437,396.71006642657335
2024-01-01 10:45:00,0.18666666666666668,2.1466666666666665,67.72333333333333,0,2.3533333333333335,0.49999999999999994,-0.8660254037844387,0.0,1.0,396.71006642657335,451.56728912354885,466.06856628418996
2024-01-01 11:00:00,0.0033333333333333335,2.3,146.36,0,2.21,0.258819045102521,-0.9659258262890682,0.0,1.0,466.06856628418996,427.4450996568578,540.0078989664767
2024-01-01 11:15:00,0.06333333333333334,2.1966666666666668,114.13333333333334,0,2.2466666666666666,0.258819045102521,-0.9659258262890682,0.0,1.0,540.0078989664767,467.59551055907997,505.31660125730997
2024-01-01 11:30:00,0.31,2.1033333333333335,0.2833333333333333,0,2.4966666666666666,0.258819045102521,-0.9659258262890682,0.0,1.0,505.31660125730997,503.7976888359922,392.20073313393334
2024-01-01 11:45:00,0.39,2.2066666666666666,0.3233333333333333,0,2.61,0.258819045102521,-0.9659258262890682,0.0,1.0,392.20073313393334,479.1750777859067,399.9606338501133
2024-01-01 12:00:00,0.11666666666666667,2.3333333333333335,116.95333333333333,0,2.41,1.2246467991473532e-16,-1.0,0.0,1.0,399.9606338501133,432.4926560804522,512.3705000813534
2024-01-01 12:15:00,0.006666666666666667,2.3466666666666667,143.82333333333332,0,2.38,1.2246467991473532e-16,-1.0,0.0,1.0,512.3705000813534,434.8439556884667,540.9493001302234
2024-01-01 12:30:00,0.2833333333333333,2.5833333333333335,66.80333333333333,0,2.81,1.2246467991473532e-16,-1.0,0.0,1.0,540.9493001302234,484.42681135389665,469.7334680175567
2024-01-01 12:45:00,0.51,2.37,0.3433333333333333,0,2.83,1.2246467991473532e-16,-1.0,0.0,1.0,469.7334680175567,507.6844227430445,402.02670043946
2024-01-01 13:00:00,0.2966666666666667,2.1866666666666665,34.82,0,2.6033333333333335,-0.2588190451025208,-0.9659258262890683,0.0,1.0,402.02670043946,470.9031561957467,431.0175677490267
2024-01-01 13:15:00,0.01,2.46,148.65,0,2.473333333333333,-0.2588190451025208,-0.9659258262890683,0.0,1.0,431.0175677490267,434.2592454020144,546.54826680501
2024-01-01 13:30:00,0.01,2.5233333333333334,142.54,0,2.4766666666666666,-0.2588190451025208,-0.9659258262890683,0.0,1.0,546.54826680501,459.86417833116565,540.7232318115466
2024-01-01 13:45:00,0.31333333333333335,2.18,30.196666666666665,0,2.433333333333333,-0.2588190451025208,-0.9659258262890683,0.0,1.0,540.7232318115466,506.0963554551945,424.4686649577133
2024-01-01 14:00:00,0.4,2.1566666666666667,0.36,0,2.51,-0.4999999999999997,-0.8660254037844388,0.0,1.0,424.4686649577133,503.91338785808995,399.3168661499167
2024-01-01 14:15:00,0.16,2.21,67.65,0,2.466666666666667,-0.4999999999999997,-0.8660254037844388,0.0,1.0,399.3168661499167,454.8362543063922,463.9622671508567
2024-01-01 14:30:00,0.0033333333333333335,2.33,146.21666666666667,0,2.4,-0.4999999999999997,-0.8660254037844388,0.0,1.0,463.9622671508567,429.2492660861623,541.6857985433033
