,dish washer,electric stove,fridge,microwave,washer dryer,hour_sin,hour_cos,day_sin,day_cos,lag_1,rolling_mean,main
2024-01-01 00:45:00,-0.19803765096010417,0.9279104575314407,0.6855719778468928,1.12951412585893,-0.16104795496183863,0.0,1.0,0.0,1.0,-0.43611580629146945,-0.42704793550397074,0.6801726437311648
2024-01-01 01:00:00,-0.1985109479261521,-0.27318496315712704,0.8902805701354591,-0.2389612667680871,-0.16155106487852963,0.25881904510252074,0.9659258262890683,0.0,1.0,0.6805572264197763,0.004778056059208318,-0.2532602591812859
2024-01-01 01:15:00,-0.1985109479261521,-0.27318496315712704,-0.7166319504048368,-0.2389612667680871,-0.16155106487852963,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.2527683418217424,-0.0032388132537865657,-0.3924977361755161
2024-01-01 01:30:00,-0.19848728307784969,-0.27318496315712704,-0.706795952189996,-0.23727048636020817,-0.16155106487852963,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.39198980801463057,0.013656385017074196,-0.28949777053740045
2024-01-01 01:45:00,-0.19806131580840655,2.469615027370498,1.1118152101316463,3.91792803977778,-0.16155106487852963,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.2890016862566517,-0.35757351809305127,0.3967172184684782
2024-01-01 02:00:00,-0.1985109479261521,-0.27318496315712704,0.16810859968135633,-0.23225098202431757,-0.16155106487852963,0.49999999999999994,0.8660254037844387,0.0,1.0,0.3971343954600113,-0.10873528140858504,-0.15303637733264505
2024-01-01 02:15:00,-0.19848728307784969,-0.27318496315712704,-0.7056975158411306,-0.23325488289149568,-0.16155106487852963,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.1525559846336788,-0.017059578268861134,-0.23815676996224888
2024-01-01 02:30:00,-0.19848728307784969,-0.27318496315712704,-0.7221241321491643,-0.235526869064583,-0.16155106487852963,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.23766658934033283,0.0025958782539275806,-0.16456336668797714
2024-01-01 02:45:00,-0.1985109479261521,-0.27318496315712704,-0.7214251271998863,-0.23505133707486706,-0.16155106487852963,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.16408164851011955,-0.21228552286873856,-0.165300450704113
2024-01-01 03:00:00,-0.19822696974652335,-0.26422156449527207,1.0591901232360004,-0.2361080748297914,-0.1615007538868605,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.16481864776957922,-0.21698071692893856,0.0065140339004956735
2024-01-01 03:15:00,-0.1985346127744545,-0.27318496315712704,0.7273624880287295,-0.2352626846258519,-0.16155106487852963,0.7071067811865476,0.7071067811865476,0.0,1.0,0.00697608003075479,-0.12331062297195561,-0.019095528449708982
2024-01-01 03:30:00,-0.1985346127744545,-0.27318496315712704,-0.7171312396543211,-0.2352626846258519,-0.16155106487852963,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.01863053749723608,-0.0676195235012493,-0.12119317750860835
