,dish washer,electric stove,fridge,microwave,washer dryer,hour_sin,hour_cos,day_sin,day_cos,lag_1,rolling_mean,main
2024-01-01 00:45:00,0.10666666666666667,0.7,48.086666666666666,4.4,3.99,0.0,1.0,0.0,1.0,254.70269865669567,128.519977192335,102.26116669972234
2024-01-01 01:00:00,0.12333333333333334,0.9233333333333333,6.413333333333333,4.11,4.0,0.25881904510252074,0.9659258262890683,0.0,1.0,102.26116669972234,131.84063287945867,38.407466684982
2024-01-01 01:15:00,0.07,0.23,134.97333333333333,4.846666666666667,4.003333333333333,0.25881904510252074,0.9659258262890683,0.0,1.0,38.407466684982,131.7904440138,233.11469921113132
2024-01-01 01:30:00,0.12666666666666668,0.77,48.54333333333334,4.39,3.9766666666666666,0.25881904510252074,0.9659258262890683,0.0,1.0,233.11469921113132,124.59444419861188,104.19603302002133
2024-01-01 01:45:00,0.14666666666666667,0.93,6.453333333333333,4.116666666666666,3.98,0.25881904510252074,0.9659258262890683,0.0,1.0,104.19603302002133,125.23939963871153,38.45423346201133
2024-01-01 02:00:00,0.11666666666666667,0.29333333333333333,127.56333333333333,4.776666666666666,3.9433333333333334,0.49999999999999994,0.8660254037844387,0.0,1.0,38.45423346201133,125.254988564388,219.2941658274537
2024-01-01 02:15:00,0.1,0.6933333333333334,52.85,4.38,3.8133333333333335,0.49999999999999994,0.8660254037844387,0.0,1.0,219.2941658274537,120.64814410316212,109.43726688386167
2024-01-01 02:30:00,0.18,0.9266666666666666,6.383333333333334,4.1,3.76,0.49999999999999994,0.8660254037844387,0.0,1.0,109.43726688386167,122.39522205777557,38.363666648866335
2024-01-01 02:45:00,0.07666666666666666,0.36666666666666664,114.74333333333334,4.67,3.5933333333333333,0.49999999999999994,0.8660254037844387,0.0,1.0,38.363666648866335,122.36503312006057,200.37166655221534
2024-01-01 03:00:00,0.07666666666666666,0.53,64.08,4.4,3.3,0.7071067811865476,0.7071067811865476,0.0,1.0,200.37166655221534,116.0575333616478,126.23413285574367
2024-01-01 03:15:00,0.05333333333333334,0.8133333333333334,6.196666666666666,4.09,3.2866666666666666,0.7071067811865476,0.7071067811865476,0.0,1.0,126.23413285574367,121.65648868560845,37.995000025429
2024-01-01 03:30:00,0.04,0.3566666666666667,105.16,4.59,3.0433333333333334,0.7071067811865476,0.7071067811865476,0.0,1.0,37.995000025429,121.53359981112935,183.81669991811467
2024-01-01 03:45:00,0.056666666666666664,0.5433333333333333,70.70666666666666,4.433333333333334,3.16,0.7071067811865476,0.7071067811865476,0.0,1.0,183.81669991811467,116.01527759976246,143.78483277638367
